seqid	P30102_1067	P30102_1068	P30102_1069	P30102_1070	P30102_1071	P30102_1072
b519eb8761acb6775d792d8744e08e81	0	0	0	0	0	0
318669d5d926e9b81ca6911da00a14ea	0	0	0	0	0	0
457b0d3173b746e56237d8b01e1d6317	0	0	0	0	0	0
136c03e424212fcd420598f35f877697	0	0	0	0	0	0
369906d432efb2e771efcab20af116bc	0	0	0	0	0	0
1a4afd51274fd3b424d39e31ec6b1630	0	0	0	0	0	0
19c88c43cefc0efae399898111815666	0	0	0	0	0	0
45449f5a9c9a54284e4ebe52c3cd3d0c	0	0	0	0	0	0
18b725f88dbea7d049859dfc58456f7a	0	0	0	0	0	0
fba964fa77137f407924dcd8715d5c86	0	0	0	0	0	0
ff225dba13acdfbba8723cb431c42c39	0	0	0	0	0	0
f1da984a10983af51b57737647c1013d	0	0	0	0	0	0
737597e26ee5aa3569d8db14fa2e5747	0	0	0	0	0	0
5a1dc14d11e3e6ca8fd1fbce597300ec	0	0	0	0	0	0
662dd8ddc9333c681679c2c09c524b15	0	0	0	0	0	0
530f449c8546e747ffa6d7256b3e2cba	0	0	0	0	0	0
162f49312dce826c703c6ecf58c78a01	0	0	0	0	0	0
0b538986430315945fdd608780461d5c	0	0	0	0	0	0
0282092eeef14cdf1505be8c315857e9	0	0	0	0	0	0
05d6e3f01cde294509bb0c1f14e3db57	0	0	0	0	0	0
763ff3b2b850b140691464b2e8786804	0	0	0	0	0	0
993a6fe52069b7710256a210ddc44129	0	0	0	0	0	0
987b07b51f215294b9ba396fc0da2eab	0	0	50	0	0	0
47037e4ea52f2968e40892c3d4b37476	0	0	0	0	0	0
8fecc9ec000a0acbecf2b39588a6ce49	0	0	0	0	0	0
586fa20999066174f638a04765ca0de1	0	0	0	0	0	0
5cd733aa6f457f7374f5e42b10b591c1	0	0	0	0	0	0
d31545c1bc4d04649bc82955f3a54738	0	0	0	0	0	0
c8c17b7501c9afcdb6c84f6a50e26737	0	0	0	0	0	0
cb08fb5043c265574ad390f3281bb5cd	0	0	0	0	0	0
6b0371883c22354c8b6cda9b5564044d	0	0	0	0	0	0
adbf251d7e85faf55966946674feb177	0	0	0	0	0	0
4aedee16e906abdea4866569b7030509	0	0	0	0	0	0
256e23e1e2d88635041bcfdf2bf470e0	0	0	0	0	0	0
48fc71266517f94c5dd4b39a8feb0fcd	0	0	0	0	0	0
712454e536368fd89dddb0d80e2e340c	0	0	0	0	0	0
59e50c532873a181310afdef90842238	0	0	0	0	0	0
ee48d13e4145792a603be4c52a821a80	0	0	0	0	0	0
73cac7adf101ac441f30205005fb24df	0	0	0	0	0	0
1856ab3ec43665f0f19fa6074671ed0f	0	0	0	0	0	0
dab1fece325d8988e71c74157601d177	0	0	0	0	0	0
876ac6aaf7434d416cb6983a35dc5cbe	0	0	0	0	0	0
d03c1944a4697d33cb050dacc6a95df3	0	0	0	0	0	0
a33da6fcf481f66f2b5786a167b5c98e	0	0	0	0	0	0
67e6904b4e55ddb40195458e40277dcc	0	0	0	0	0	0
c42b205c32e31b8984e045b0838cd528	0	0	0	0	0	0
c4a6fc0696e821f728e03eb39385e3be	0	0	0	0	0	0
43a54829cc0d7a58a61ad7f833cc2b22	0	0	0	0	0	0
bb54c4478a29f33e8bc1d3e0b5e25a0d	0	0	0	0	0	0
211bfc8b5ff8b1aca85c45845c81d44d	0	0	0	0	0	0
2a498e8d900ecd3d749446ee37fda578	0	0	0	0	0	0
3e23256e19cab2581fbbfa4b4fa392de	0	0	0	0	0	0
8998b40d1d49574074f8398d97c6dfae	0	0	0	0	0	0
e62596b958e2af4e7b6976a0df672b37	0	0	0	0	0	0
fb5b25df8db061040514b2d58b1c006f	0	0	0	0	0	0
40aa939ef901e427f093947f073c2efc	0	0	0	0	0	0
efefb9dc863a004ad172da14b83bfefd	0	0	0	0	0	0
5526fa54835f65847bc6f19523d2b4c1	0	0	0	0	0	0
159f434d223e17e6d4a84d7a526cb194	0	0	0	0	0	0
3d0b950c45a54997acab17db7a53a116	0	0	0	0	0	0
351af36ff2635daa831a2e65b3897f70	0	0	0	0	0	0
737aa56ba113a3fd4b6b8b227ef8bc0e	0	0	0	0	0	0
60fd3ebe3ed2f3fe7a8bfa07adf6b841	0	0	0	0	0	0
2f2f376d44dc8209c66f3f2494469234	0	0	0	0	0	0
d3417edf505b56059d82fbf62f46c18d	0	0	0	0	0	0
5aaa7bbab85c590d9055fe2155877e14	0	0	0	0	0	0
9bd0f27bf94000069d740b88ca589e52	0	0	0	0	0	0
581683b8c9d76824c01d720796b572e9	0	0	0	0	0	0
2ae23489e1cb8327ccc3b2f16d11789e	0	0	0	0	0	0
76728798164f79182b1f80b94b6f30b6	0	0	0	0	0	0
4c00ba5874d815658b3806951cb67e3b	0	0	0	0	0	0
ee01aedaabc8dfecae7301982e34b5fb	0	0	0	0	0	0
9c223aa60f91145f8df12eca45966988	0	0	0	0	0	0
f1d0118dc9d3ff554235c5be80ed734f	0	0	0	0	0	0
e877b41723bd21e382e793461979a12f	0	0	0	0	0	0
a4a1f6de84f623cbabc6187360aceec9	0	0	0	0	0	0
45226a91a8ca724e92b42b8620f1e113	0	0	0	0	0	0
ba2bb0e5c25b9fd55670f97c7a7942c4	0	0	0	0	0	0
58046ab41562fc1db9dd82b2893313dd	0	0	0	0	0	0
e88966b2701c271b62d7e305c4c87347	0	0	0	0	0	0
bc1c110176c4a94d069a487173ad33f4	0	0	0	0	0	0
357dfd2f0c7a40938d128c4e057992b8	0	0	0	0	0	0
3f3417048bb51bba824c7e151d3cb802	0	0	0	0	0	0
722aa7098d4cca6a1cc244b99407b5b8	0	0	0	0	0	0
eb57d1fa450ba4551b0c05c0de2ba845	0	0	0	0	0	0
cbdc2d1ac59ec5be78be694723b31ee4	0	0	0	0	0	0
834294e642c239fa3b27bde652af714d	0	0	0	0	0	0
c5ed4581d8a7ffcd64218434e981a97b	0	0	0	0	0	0
ea76b0dbacbba58fc72f5ac96742ce12	0	0	0	0	0	0
ac97a6dcca535bb6e45258bd3da7cf95	0	0	0	0	0	0
5bd21dbd691fc07016fc0a03f1e8b80d	0	0	0	0	0	0
8663241f2f3999cc9c336a2a22e26ded	0	0	0	0	0	0
3e054b7078002f1afab1c1e22ee932e4	0	0	0	0	0	0
edbb63dded90e56c8ad1444a42f0b50c	0	0	0	0	0	0
6232225c8ea3046deb053f3c4f1c707a	0	0	0	0	0	0
36bd306e1db95ce52a66214005ff310a	0	0	0	0	0	0
b66781a4934415fa2efae029a637031b	0	0	0	0	0	0
c73c33a9d4f257b7eb42e11e67e7d793	0	0	0	0	0	0
d51184e145a64cac4ac39fc4ffa43205	0	0	0	0	0	0
0c8902da072737ca3cfca6e56043de12	0	0	0	0	0	0
db56928479ceed5f23459497fd041761	0	0	0	0	0	0
6bae6eb536a3233ec5765b00d86c8be4	0	0	0	0	0	0
a16a037ae1563a0ee22427bb97141611	0	0	0	0	0	0
a946d29ad284a2fcea617e8ca54e63b5	0	0	0	0	0	0
2900fcd1321fb934e979d3ae84dbe8c3	0	0	0	0	0	0
0abf04119fc707d66c646c5e671647ed	0	0	0	0	0	0
f57c4f7543db3e4b53d0d3530e7917b2	0	0	0	0	0	0
1f0d2503a1038b6b15376f713efae287	0	0	0	0	0	0
7e253824d01ff8bd50aeb0092f1882b9	0	0	0	0	0	0
932b0e6155cbee41099364f06fab001e	0	0	0	0	0	0
d217d1f42fc8dcf25836c578125f411b	0	0	0	0	0	0
451895b067a5ce5f04f6efc316602bdb	0	0	0	0	0	0
a4e35c013aa4f03abe2751218361ac3b	0	0	0	0	0	0
5aa612ab148fb2499ae3e86704bcc334	0	0	0	0	0	0
253a7230f2465f29a4f710bbbf490c22	0	0	0	0	0	0
ac4107604c179f2f8414333885255725	0	0	0	0	0	0
5f8f65f6c0efb20d9c7f810276f32754	0	0	0	0	0	0
c6a4a34cab2486cc7b54bc59d7cbfc05	0	0	0	0	0	0
bf160e7fd7f8365a73cf5e51aa371801	0	0	0	0	0	0
575d32819a43810e2554224d7ac6ac88	0	0	0	0	0	0
e30aeb41fb0e1c8f77fdf300b3b4da51	0	0	0	0	0	0
f4c4a4d3b7465422a7e305387815ac98	0	0	0	0	0	0
0c52f9763daacf15ff9ef08f61996c80	0	0	0	0	0	0
011370ba1bd7c0b9a9a8486b3abb8e44	0	0	0	0	0	0
f28ab4c9e2dac9008c220ddcdf284e31	0	0	0	0	0	0
faac4293e19b0a5fceb5459fe2818e6c	0	0	0	0	0	0
36cee6ad7b73689ce3bfbb610ad59cde	0	0	0	0	0	0
569eae18fee7e4b13d411e534058c831	0	0	0	0	0	0
e20a60c2f029026df8a1f49b3a488306	0	0	0	0	0	0
061450a4675de2c0bc876783c87a6c52	0	0	0	0	0	0
034f814041e0024afdcde8344a51d5c3	0	0	0	0	0	0
4d564b129659d3346bada3f2ebf8345f	0	0	0	0	0	0
38894f55336c34f7d02188e8484e3477	0	0	0	0	0	0
61854956597af17112de2254066d132c	0	0	0	0	0	0
3aac3b617a8d2b32b95740d7edba73c9	0	0	0	0	0	0
c71a2012bf62e588cea44cfec0e943ae	0	0	0	0	0	0
c2fff250272bd7184dc2c1a2296077f9	0	0	0	0	0	0
0d63d6854c21e643edf6b5439befa50c	0	0	0	0	0	0
4355fafed2efd751d9b78be359bd0a90	0	0	0	0	0	0
10ca3381ae9be0e5700cc013ccb92609	0	0	0	0	0	0
8baca29a9fc67eeac88941203affd81d	0	0	0	0	0	0
78e5e90b9308713ff2c8011e5383565a	0	0	0	0	0	0
714b0378efe0b8744e24aa04b48008d3	0	0	0	0	0	0
242e5219e18be9600f19e526bb85e58d	0	0	0	0	0	0
629581effabb83b1afc8469813a0b26f	0	0	0	0	0	0
08884e74384b9f4e44ebb929809e7430	0	0	0	0	0	0
b75efa3495545711af52d31992e5708b	0	0	0	0	0	0
a6e01efe6c453007d75ef82ffd44224a	0	0	0	0	0	0
80ba1f63a099df5ce24d9eacdc5bea02	0	0	0	0	0	0
540a4be0da09873e88d0afd01e51f9df	0	0	0	0	0	0
cef545ef9403ac9e53f044826d2a750a	0	0	0	0	0	0
74a4e4ee9f0c58ea8c564e3fe74844c8	0	0	0	0	0	0
4c93060fae1de855a4735d75b0ac6f31	0	0	0	0	0	0
287f4f0eddcfaee56c4279bff1479666	0	0	0	0	0	0
995e577a8abd067ac6a525c17a4a8faa	0	0	0	0	0	0
fb0210cac1287b3069da50118b44e509	0	0	0	0	0	0
f4b4dbd070c3296a6040e51b1e2aacfa	0	0	0	0	0	0
ba249f2d468b0bfa548df0b82bc68696	0	0	0	0	0	0
35ed8369ad917e64349549e7e2281234	0	0	0	0	0	0
8821e3d61d38bb52c99e01a14628fb04	0	0	0	0	0	0
086ce7c9fc41af3861a1975d39abfffd	0	0	0	0	0	0
77fabdc6d130a8e062e2eaede563e32c	0	0	0	0	0	0
e43ff1a6b262e390bade709f466e6c48	0	0	0	0	0	0
7143bda457f03bf4ec47f856360dedc6	0	0	0	0	0	0
e0f86d2d2c9609b3242818f77b5d01bd	0	0	0	0	0	0
3285d06efaa33dcdcc81a79f60f08941	0	0	0	0	0	0
b4d3621e1932822e68ec323d6d0dcbb9	0	0	0	0	0	0
5c20e08a3a324eda71ce728831e604a4	0	0	0	0	0	0
20c28830b5c366c960cb9f2373789dff	0	0	0	0	0	0
5059131dfe429f41653ad17dcc60ae6c	0	0	0	0	0	0
18c9458c6d6f7930698e81c64958465c	0	0	0	0	0	0
5036eb495220b40c486ce97159a27c91	0	0	0	0	0	0
8e5daec374769188c5827a3b14e98e3b	0	0	0	0	0	0
c21209d2777eb8e12b377903535f1b83	0	0	0	0	0	0
059b7298be70028c3d7db1d3424a39e5	0	0	0	0	0	0
1712474fbc7da0a06d308924cd241a2d	0	0	0	0	0	0
31b97c7db51221acd11c75919654d716	0	0	0	0	0	0
cf444e29690313f8509c6afb06742da2	0	0	0	0	0	0
f55fdbd69f19bda0cfa724eeb8c0966a	0	0	0	0	0	0
dc02f3d93902f66cdafacd6583842ec3	0	0	0	0	0	0
719bd6429d907ef179bd36fc3ad34a28	0	0	0	0	0	0
c528c35b15a43e943fd2ea39eaea572b	0	0	0	0	0	0
5d56b86f5f4b01214f0f794dc8ecdf72	0	0	0	0	0	0
8ed16b7040fd1355e8d61cc9e096fe08	0	0	0	0	0	0
20523c83822759c7522b17ac9f022df4	0	0	0	0	0	0
40721db3681713df899fd6574e04bc2c	0	0	0	0	0	0
8f77dd5e26b656271d5f62b67f082f4c	0	0	0	0	0	0
11b77ff9eb39f2bf51cb6709c6cfbbdd	0	0	0	0	0	0
2dde150871623ddbcad98fbe4bf80474	0	0	0	0	0	0
0cf8fafc3219a581ec38aaf748defa60	0	0	0	0	0	0
e6f770f645abadfe9784192264059dd4	0	0	0	0	0	0
4eb784d3782c6e1d96f3e9c9a5d317f4	0	0	0	0	0	0
fa5afb36913559f9836fddcb417a3f10	0	0	0	0	0	0
806e5f40058c768e5f5d0d39d896e2f6	0	0	0	0	0	0
bdc92301200f2ad121e9cc1aaa1d088e	0	0	0	0	0	0
9da4645d7fd0a9d3a38f3a8839697103	0	0	0	0	0	0
3f05e48eec0753259e5094b1776506a2	0	0	0	0	0	0
73bf669d1344d706d4844f06ce54aad5	0	0	0	0	0	0
5e636a4bd50ad1ffcb0db7828d7bdd85	0	0	0	0	0	0
422b7ac885b279c77d1c941476b077e0	0	0	0	0	0	0
7302e4028724d31594a272a6a6aa1984	0	0	0	0	0	0
f96bf672ec2e70ec2fe6ec5f103dc558	0	0	0	0	0	0
9dedff4874066f01b26ca4c422a14807	0	0	0	0	0	0
aad60bc117d1d0ed65f7d589b81687e5	0	0	0	0	0	0
a5f8fdcb997da3f9249c491aa237231f	0	0	0	0	0	0
cb60b81a0be5e3684c49d795f6ef66dc	0	0	0	0	0	0
185d00c7e2ec3d3a6f245f26fe1aed38	0	0	0	0	0	0
8a13f3c3d9ea6062178e93c8541340db	0	0	0	0	0	0
38c81bbc24520335a4604ddc9b92765b	0	0	0	0	0	0
93663f65891ff6b7cf394d08725ca8e5	0	0	0	0	0	0
70b0d956efe05740ebb7e4ca76971c32	0	0	0	0	0	0
fde0377730d9c62476b6882c8a26018d	0	0	0	0	0	0
6e1a0ecc92d13c954070c751ee6bd1ba	0	0	0	0	0	0
45e2259a3f575c6e8af4c8054ddd1639	0	0	0	0	0	0
8cb24777cb48dde0aac60dfeca125d10	0	0	0	0	0	0
aa6233d9d51de89e1322d526305ac35f	0	0	0	0	0	0
804503018b9884442786c996ee610b0b	0	0	0	0	0	0
5564e5bcdd7b165f72ef7449cf8e8c71	0	0	0	0	0	0
a9cd23e8c329bcc3f4e73def501f68e5	0	0	0	0	0	0
a3767130b8b46b7975254710c5391521	0	0	0	0	0	0
0aa8f8a56b347e96f5ffa4999950a30f	0	0	0	0	0	0
958218b34e82d4d5f860946b6d49c8d1	0	0	0	0	0	0
667857a9920213e12affb0e57b3c4656	0	0	0	0	0	0
0fc48bc1a82db3e71fb12af279680aa0	0	0	0	0	0	0
770855a306593f19e79b346bce074e30	0	0	0	0	0	0
7ee9982cf81d06d222692cc575b118bb	0	0	0	0	0	0
026b307993fea5dec2f3d518e4375c49	0	0	0	0	0	0
2f6096bcd10cace064d41622de13cc66	0	0	0	0	0	0
13f28626ccde5acf6f77fd8a755fb682	0	0	0	0	0	0
5f6648b074084b5f8a0286c49c5effaa	0	0	0	0	0	0
82ba01480037be9cbbf1ed581171cb9b	0	0	0	0	0	0
d16da53e57144505c6da8c82f234124f	0	0	0	0	0	0
d5d400eb0daf847c7bd58e41bd4ccd5b	0	0	0	0	0	0
1330c15ba33df33413a894dd03101efa	0	0	0	0	0	0
56827b783dfdf103e972d1067c1b3a4d	0	11	0	0	0	0
d8b7499a66e70274aa8e9f32c8a9efc0	0	0	0	0	0	0
bfa4125b9bc3c22db59948563f908ddb	0	0	0	0	0	0
16a5e0bb9d49402620370cf84aa3fc1a	0	0	0	0	0	0
47c25efaed3d966a7a4ba0fedb445e74	0	0	0	0	0	0
1b6d2d4a1fdeb9a7c571eb99c01046e3	0	0	0	0	0	0
e30280163bc163d7b23605af479b3937	0	0	0	0	0	0
09fb0d33e81275190a4dccc1ccfccc36	0	0	0	0	0	0
663c137aef6251bfe763ace6572bdd10	0	0	0	0	0	0
4def47107583a766d16ff721fa964072	0	0	0	0	0	0
37ef9d2e3e90388fd97fb24a7adc23f5	0	0	0	0	0	0
6acd9aabf119fa4168a24e347e88cb34	0	0	0	0	0	0
ee8cbf4b5ac5fd08973d39f42f5198e8	0	0	0	0	0	0
ef1d476669ce58c529443996e5f9401b	0	0	0	0	0	0
0d411533abb0a832401400020fcdbcc7	0	0	0	0	0	0
c0139cd8626a804f094d7373e86746df	0	0	0	0	0	0
cdc582b105a827de5aeb08497ac14733	0	0	0	0	0	0
fc11b27c143d4c968a415a323d351456	0	0	0	0	0	0
89978a682347736c129402c7da96e6b9	0	0	0	0	0	0
594e9bfc3be6824d2034593dbfecf1d4	0	0	0	0	0	0
86e81ee3e8549b381b01aedf109552c3	0	0	0	0	0	0
dfea9ce0d4b0a160aee21a0dbcdc1d04	0	0	0	0	0	0
2b5f3990bc715c8a6ab42f5d4755362d	0	0	0	0	0	0
8674257f9e3bc58ffe04407b48ae93d6	0	0	0	0	0	0
510e1adc0aead185498f3b1f283a2ebf	0	0	0	0	0	0
7ba72a8f6f80fd45920efa8ea047753a	0	0	0	0	0	0
04227db61927f22ccf155e9cb1576d2d	0	0	0	0	0	0
544afc52ddc423c77ba9c192f4eff804	0	0	0	0	0	0
3c91422836b96e51ee1eaf9237b2dfb9	0	0	0	0	0	0
95e825cd9ca9fa36db2c35e101407c5d	0	0	0	0	0	0
62271d9432ac61db2a49959ef332b261	0	0	0	0	0	0
ab5842f0fcdaa2e08827e6e9832c2e7f	0	0	0	0	0	0
1345767b86ccbd27919e402576721e51	0	0	0	0	0	0
74b41f1ff13302b2d473322c33904773	0	0	0	0	0	0
b008635b8f5af68c35e6acd58e3a18da	0	0	0	0	0	0
cb67efe93c4a576edb4e13b76d4cafa2	0	0	0	0	0	0
47c0bd42139e91d5f06ba30eba79f53e	0	0	0	0	0	0
8ccf4546799e13ea6000f6bd3ec0b6f0	0	0	0	0	0	0
a7631cc7389909d3d69e57da6820a877	0	0	0	0	0	0
eb72e7397358af91a2ea940cba3224fa	0	0	0	0	0	0
9b88b93edf34b54fd432daf881f8b537	0	0	0	0	0	0
105ff40a5eec9290162860aa4b556f9a	0	0	0	0	0	0
65e386211273a76ff77fc099ddff5a64	0	0	0	0	0	0
32697448d4f166769cc93c7647344177	0	0	0	0	0	0
0961cf531794fd02d25b25c2da34a8ac	0	0	0	0	0	0
534efecea8dafb060e5d4de982276175	0	0	0	0	0	0
4ab58e637e454d2812fdd30e6dc96349	0	0	0	0	0	0
f9b9f75e744dde1aedd26e51696c80e7	0	0	0	0	0	0
6677c37396880029d69024831cc049ea	0	0	0	0	0	0
16ed1de13506e949f26f284a4e5e4ffa	0	0	0	0	0	0
f8142c1c38545e60bfd92ce0d9fb2e9e	0	0	0	0	0	0
52547ef3dfb01a521c6521cbe6e86efa	0	0	0	0	0	0
475cfe3ca3f55ec4e6b71091217b30b8	0	0	0	0	0	0
e218b21bcad4b6429629e635434a6f59	0	0	0	0	0	0
5fba12e37abb7d4356b5c11a8db6c76d	0	0	0	0	0	0
fe9b1331081aea515804f91476b627a4	0	0	0	0	0	0
40c21e1c9363e218b5ff984e9e7a8ce6	0	0	0	0	0	0
81ce6b901ba724212a6853621a35d405	0	0	0	0	0	0
844ab92478df4d4e5325e570ed8c76dc	0	0	0	0	0	0
99f4b9ad6e1a95acdfb80e57baa5f3da	0	0	0	0	0	0
1604b71ae26dd9c20f97c3652140df0a	0	0	0	0	0	0
d93cad981dd65f31930eae0844ef3104	0	0	0	0	0	0
f94caf12ac19c059a1ef1b57b4814245	0	0	0	0	0	0
7364f05206f8df56157000abee43361c	0	0	0	0	0	0
fb3df18c3cf3e58568a604b0cf20578b	0	0	0	0	0	0
9b5c647847ef1e1f7c6523f667e6aa68	0	0	0	0	0	0
a42ac4b40b00d3b3acd4c3dd95dc3fbd	0	0	0	0	0	0
c1c4bb61543239b5de8fe5141b2c4e74	0	0	0	0	0	0
48721ee5a0115d8654bec5d6e1cee9f0	0	0	0	0	0	0
90356da08294493685b259fcc2a6eaf8	0	0	0	0	0	0
0feaad31676664f77aeffe5c0b32e8ab	0	0	0	0	0	0
4b55a271e8a4f774063dda87af72c50b	0	0	0	0	0	0
ced2cf91cca1d52e7d622c7ae381ff57	0	0	0	0	0	0
7affb75958643459d06287683d27f669	0	0	8	0	0	0
5c332ebd1676b94abae04bbd4991d025	0	0	0	0	0	0
5f60d6a6e6c2b8468b267da977ee6941	0	0	0	0	0	0
7e70754681d62bc249ff154a0c1d9246	0	36	66	0	0	0
bc577b7d6eb62c92ec1b5ec33afa9540	0	0	0	0	0	0
ab1e4d50148556b399014964cf5f03a5	0	0	0	0	0	0
ffbc633e991c6252cd9086650974c9d0	0	0	0	0	0	0
01bfb148b25389efa0842f1a75ab14c7	0	0	0	0	0	0
69d3c006ce259608d9fc75930096d5ce	0	0	0	0	0	0
a4177f6c57a7c5461b473beca65584ed	0	0	0	0	0	0
0265d7479de08a685622b553ca6c8aa3	0	0	0	0	0	0
67c7fb2ecd029e70cbc32457ae0fa35c	0	0	0	0	0	0
732a96ebb8d3cf414b052664d54b2a73	0	0	0	0	0	0
27dbfd54b0f43fa1583e0f87ca1b6e57	0	0	0	0	0	0
d42a15794f89f296a2ebf626dc65cede	0	0	0	0	0	0
e0e33fce163b5d85a8e908cd1d58479b	0	0	0	0	0	0
4806362abefbac3f088a65613cd9f357	0	0	0	0	0	0
a50baf9c4d6ab584bc3660ca54494a5d	0	0	0	0	0	0
23179e226edcbae32f65fc90096ba95a	0	0	0	0	0	0
